Measure,Industry,Region,Quarter,Value,Flags
"Total filled jobs","Professional, scientific, and technical services","Canterbury","Mar-05",13810,
"Total filled jobs","Professional, scientific, and technical services","Southland","Mar-05",1420,
"Total filled jobs","Professional, scientific, and technical services","Total region","Mar-05",127810,
"Total filled jobs","Professional, scientific, and technical services","Bay of Plenty","Mar-05",4910,
"Total filled jobs","Professional, scientific, and technical services","Taranaki","Mar-05",2410,
"Total filled jobs","Professional, scientific, and technical services","Gisborne","Mar-05",620,
"Total filled jobs","Professional, scientific, and technical services","Wellington","Mar-05",23840,
"Total filled jobs","Rental, hiring, and real estate services","Otago","Mar-05",1260,
"Total filled jobs","Rental, hiring, and real estate services","Total region","Mar-05",26710,
"Total filled jobs","Rental, hiring, and real estate services","Tasman, Nelson, Marlborough, West Coast","Mar-05",1040,
"Total filled jobs","Rental, hiring, and real estate services","Waikato","Mar-05",1930,
"Total filled jobs","Rental, hiring, and real estate services","Bay of Plenty","Mar-05",1540,
"Total filled jobs","Rental, hiring, and real estate services","Gisborne","Mar-05",190,
"Total filled jobs","Rental, hiring, and real estate services","Auckland","Mar-05",10060,
"Total filled jobs","Rental, hiring, and real estate services","Taranaki","Mar-05",570,
"Total filled jobs","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-05",1020,
"Total filled jobs","Rental, hiring, and real estate services","Wellington","Mar-05",2870,
"Total filled jobs","Rental, hiring, and real estate services","Hawke's Bay","Mar-05",920,
"Total filled jobs","Rental, hiring, and real estate services","Canterbury","Mar-05",3990,
"Total filled jobs","Rental, hiring, and real estate services","Southland","Mar-05",540,
"Total filled jobs","Rental, hiring, and real estate services","Northland","Mar-05",760,
"Total filled jobs","Financial and insurance services","Total region","Mar-05",44970,
"Total filled jobs","Financial and insurance services","Canterbury","Mar-05",4780,
"Total filled jobs","Financial and insurance services","Otago","Mar-05",1540,
"Total filled jobs","Financial and insurance services","Southland","Mar-05",690,
"Total filled jobs","Financial and insurance services","Wellington","Mar-05",9080,
"Total filled jobs","Financial and insurance services","Manawatu-Wanganui","Mar-05",1270,
"Total filled jobs","Financial and insurance services","Tasman, Nelson, Marlborough, West Coast","Mar-05",950,
"Total filled jobs","Financial and insurance services","Taranaki","Mar-05",560,
"Total filled jobs","Financial and insurance services","Bay of Plenty","Mar-05",1630,
"Total filled jobs","Professional, scientific, and technical services","Manawatu-Wanganui","Mar-04",3920,
"Total filled jobs","Administrative and support services","Hawke's Bay","Mar-04",2490,
"Total filled jobs","Administrative and support services","Wellington","Mar-04",12700,
"Total filled jobs","Administrative and support services","Manawatu-Wanganui","Mar-04",2890,
"Total filled jobs","Administrative and support services","Waikato","Mar-04",4860,
"Total filled jobs","Administrative and support services","Auckland","Mar-04",34760,
"Total filled jobs","Administrative and support services","Northland","Mar-04",1230,
"Total filled jobs","Administrative and support services","Taranaki","Mar-04",1190,
"Total filled jobs","Administrative and support services","Gisborne","Mar-04",690,
"Total filled jobs","Administrative and support services","Total region","Mar-04",81510,
"Total filled jobs","Administrative and support services","Bay of Plenty","Mar-04",3320,
"Total filled jobs","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Mar-04",2040,
"Total filled jobs","Professional, scientific, and technical services","Auckland","Mar-04",51510,
"Total filled jobs","Professional, scientific, and technical services","Waikato","Mar-04",7780,
"Total filled jobs","Professional, scientific, and technical services","Northland","Mar-04",1770,
"Total filled jobs","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Mar-04",2460,
"Total filled jobs","Professional, scientific, and technical services","Hawke's Bay","Mar-04",2640,
"Total filled jobs","Professional, scientific, and technical services","Otago","Mar-04",3560,
"Total filled jobs","Professional, scientific, and technical services","Canterbury","Mar-04",12120,
"Total filled jobs","Professional, scientific, and technical services","Southland","Mar-04",1340,
"Total filled jobs","Professional, scientific, and technical services","Total region","Mar-04",116250,
"Total filled jobs","Professional, scientific, and technical services","Bay of Plenty","Mar-04",4750,
"Total filled jobs","Professional, scientific, and technical services","Taranaki","Mar-04",2210,
"Total filled jobs","Professional, scientific, and technical services","Gisborne","Mar-04",570,
"Total filled jobs","Professional, scientific, and technical services","Wellington","Mar-04",21620,
"Total filled jobs","Rental, hiring, and real estate services","Otago","Mar-04",1110,
"Total filled jobs","Rental, hiring, and real estate services","Total region","Mar-04",23670,
"Total filled jobs","Rental, hiring, and real estate services","Tasman, Nelson, Marlborough, West Coast","Mar-04",950,
"Total filled jobs","Rental, hiring, and real estate services","Waikato","Mar-04",1620,
"Total filled jobs","Rental, hiring, and real estate services","Bay of Plenty","Mar-04",1430,
"Total filled jobs","Rental, hiring, and real estate services","Gisborne","Mar-04",170,
"Total filled jobs","Rental, hiring, and real estate services","Auckland","Mar-04",9020,
"Total filled jobs","Rental, hiring, and real estate services","Taranaki","Mar-04",510,
"Total filled jobs","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-04",850,
"Total filled jobs","Rental, hiring, and real estate services","Wellington","Mar-04",2660,
"Total filled jobs","Rental, hiring, and real estate services","Hawke's Bay","Mar-04",790,
"Total filled jobs","Rental, hiring, and real estate services","Canterbury","Mar-04",3410,
"Total filled jobs","Rental, hiring, and real estate services","Southland","Mar-04",410,
"Total filled jobs","Rental, hiring, and real estate services","Northland","Mar-04",700,
"Total filled jobs","Financial and insurance services","Total region","Mar-04",42190,
"Total filled jobs","Financial and insurance services","Canterbury","Mar-04",4280,
"Total filled jobs","Financial and insurance services","Otago","Mar-04",1770,
"Total filled jobs","Financial and insurance services","Southland","Mar-04",670,
"Total filled jobs","Financial and insurance services","Wellington","Mar-04",8920,
"Total filled jobs","Financial and insurance services","Manawatu-Wanganui","Mar-04",1210,
"Total filled jobs","Financial and insurance services","Tasman, Nelson, Marlborough, West Coast","Mar-04",880,
"Total filled jobs","Financial and insurance services","Taranaki","Mar-04",530,
"Total filled jobs","Financial and insurance services","Bay of Plenty","Mar-04",1510,
"Total filled jobs","Administrative and support services","Hawke's Bay","Mar-03",2160,
"Total filled jobs","Administrative and support services","Wellington","Mar-03",12440,
"Total filled jobs","Administrative and support services","Manawatu-Wanganui","Mar-03",2800,
"Total filled jobs","Administrative and support services","Waikato","Mar-03",4450,
"Total filled jobs","Administrative and support services","Auckland","Mar-03",31120,
"Total filled jobs","Administrative and support services","Northland","Mar-03",1040,
"Total filled jobs","Administrative and support services","Taranaki","Mar-03",1190,
"Total filled jobs","Administrative and support services","Gisborne","Mar-03",650,
"Total filled jobs","Administrative and support services","Total region","Mar-03",75820,
"Total filled jobs","Administrative and support services","Bay of Plenty","Mar-03",3090,
"Total filled jobs","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Mar-03",1750,
"Total filled jobs","Professional, scientific, and technical services","Manawatu-Wanganui","Mar-03",3660,
"Total filled jobs","Professional, scientific, and technical services","Auckland","Mar-03",49040,
"Total filled jobs","Professional, scientific, and technical services","Waikato","Mar-03",6930,
"Total filled jobs","Professional, scientific, and technical services","Northland","Mar-03",1830,
"Total filled jobs","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Mar-03",2270,
"Total filled jobs","Professional, scientific, and technical services","Hawke's Bay","Mar-03",2680,
"Total filled jobs","Professional, scientific, and technical services","Otago","Mar-03",3190,
"Total filled jobs","Professional, scientific, and technical services","Canterbury","Mar-03",10880,
"Total filled jobs","Professional, scientific, and technical services","Southland","Mar-03",1290,
"Total filled jobs","Professional, scientific, and technical services","Total region","Mar-03",110300,
"Total filled jobs","Professional, scientific, and technical services","Bay of Plenty","Mar-03",4470,
"Total filled jobs","Professional, scientific, and technical services","Taranaki","Mar-03",2140,
"Total filled jobs","Professional, scientific, and technical services","Gisborne","Mar-03",560,
"Total filled jobs","Professional, scientific, and technical services","Wellington","Mar-03",21330,
"Total filled jobs","Rental, hiring, and real estate services","Otago","Mar-03",960,
"Total filled jobs","Rental, hiring, and real estate services","Total region","Mar-03",22460,
"Total filled jobs","Rental, hiring, and real estate services","Tasman, Nelson, Marlborough, West Coast","Mar-03",890,
"Total filled jobs","Rental, hiring, and real estate services","Waikato","Mar-03",1630,
"Total filled jobs","Rental, hiring, and real estate services","Bay of Plenty","Mar-03",1310,
"Total filled jobs","Rental, hiring, and real estate services","Gisborne","Mar-03",170,
"Total filled jobs","Rental, hiring, and real estate services","Auckland","Mar-03",8480,
"Total filled jobs","Rental, hiring, and real estate services","Taranaki","Mar-03",530,
"Total filled jobs","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-03",980,
